original_word,score
film.,0.1000000014901161
perfectly,0.8999999761581421
Bill,0.1000000014901161
stars,0.3000000119209289
it.,0.2000000029802322
average,-0.1000000014901161
time,-0.2000000029802322
result,0.0
fanatic.The,0.2000000029802322
horror,-0.6000000238418579
by,0.0
say,-0.1000000014901161
storyline,0.0
boys.,0.0
excellent,0.8999999761581421
Well,0.5
watching,0.2000000029802322
.However,-0.1000000014901161
OK,0.5
which,0.0
like,0.800000011920929
keep,0.6000000238418579
Paxtons,0.3000000119209289
coming,0.4000000059604645
expecting,0.2000000029802322
twists,0.5
are,0.0
2,-0.1000000014901161
reviews,0.0
helped,0.800000011920929
directing,0.1000000014901161
highly,0.699999988079071
young,0.0
confused,-0.800000011920929
heard,0.0
thriller,0.0
watched,0.0
especially,0.0
Paxton,0.3000000119209289
",",0.1000000014901161
because,-0.2000000029802322
until,0.0
these,0.0
directs,0.0
seen,0.0
worth,0.5
most,0.3000000119209289
films,0.0
everyone,0.5
point,0.5
convey,0.2000000029802322
strongest,0.6000000238418579
before.,-0.2000000029802322
was.,-0.2000000029802322
also,0.0
compared,-0.2000000029802322
film-as-art.,0.4000000059604645
"Yes,",0.4000000059604645
watchable,0.3000000119209289
supposedly,0.0
My,0.1000000014901161
art,0.5
probably,0.0
around,0.0
trappings,0.4000000059604645
surrounds,0.0
all,0.3000000119209289
ONLY,-0.1000000014901161
/>To,0.2000000029802322
audacious,0.4000000059604645
precisely,0.5
some,0.0
about,0.0
itself.,-0.3000000119209289
films.,0.0
"hot,",0.5
Tango,0.1000000014901161
lacks,-0.699999988079071
disappointing,-0.800000011920929
"photographed,",0.1000000014901161
--,0.0
assumes,0.0
"tease,",-0.4000000059604645
dancing,0.1000000014901161
tension,-0.5
other,0.0
ultimately,0.1000000014901161
"drama,",0.0
has,0.1000000014901161
gawd!<br,0.699999988079071
not.,-0.699999988079071
dance,0.1000000014901161
perhaps,0.0
thrash.,0.2000000029802322
total,0.2000000029802322
am,0.1000000014901161
pretty,0.8999999761581421
overdoes,0.3000000119209289
film.<br,0.6000000238418579
Akshay,0.3000000119209289
job.,0.4000000059604645
"talent,",0.8999999761581421
Paresh,0.3000000119209289
God,0.3000000119209289
go,0.6000000238418579
Priyadarshan,0.3000000119209289
"abroad,",0.1000000014901161
do,0.2000000029802322
making,0.0
there,0.1000000014901161
copy,-0.4000000059604645
guys?,0.0
"editing,",0.1000000014901161
terrific.,0.8999999761581421
part,0.0
"acting,",0.1000000014901161
justice,-0.1000000014901161
Dil,0.1000000014901161
talented,0.8999999761581421
Chahta,0.4000000059604645
What,0.1000000014901161
Did,0.0
utterly,0.0
thank,0.800000011920929
soundtrack...,0.2000000029802322
something,0.0
otherwise,-0.3000000119209289
unheard,-0.5
among,0.0
him?,0.0
Hindi,0.3000000119209289
Bollywood,0.3000000119209289
he's,0.0
"directing,",0.1000000014901161
Is,0.0
painful,-0.800000011920929
actors,0.1000000014901161
actors.,0.1000000014901161
jokes,-0.5
than,0.0
class,0.699999988079071
"Masala,",0.1000000014901161
"overdone,",-0.699999988079071
winning,0.699999988079071
can't,-0.6000000238418579
bottom-line,-0.2000000029802322
waste,-0.800000011920929
getting,0.0
terms,0.0
love,0.8999999761581421
"Abraham,",0.1000000014901161
world,0.2000000029802322
poor,-0.800000011920929
rip-off,-0.8999999761581421
should,0.1000000014901161
framed.,0.0
he,0.0
why,-0.6000000238418579
timeless...,0.800000011920929
India,0.3000000119209289
badly,-0.800000011920929
century.,-0.1000000014901161
Do,0.0
them.,0.0
Indian,0.0
10.,0.699999988079071
is.,-0.1000000014901161
fit,0.800000011920929
Razzie,0.3000000119209289
Period.<br,0.6000000238418579
your,0.1000000014901161
1,0.0
may,0.0
movies,0.0
Boeing,0.3000000119209289
they,0.0
every,0.2000000029802322
acting?,0.0
face,0.0
mean,-0.3000000119209289
emerging,0.1000000014901161
seemed,-0.2000000029802322
Movies,0.0
producing,0.0
Lagaan,0.3000000119209289
awards,0.2000000029802322
Asrani,0.3000000119209289
editing,0.0
Bollywood.,0.2000000029802322
John,0.3000000119209289
top,0.8999999761581421
crappy.,-0.800000011920929
This,0.1000000014901161
bit,-0.3000000119209289
does,0.1000000014901161
before.<br,0.5
sound,0.0
shameful,-0.800000011920929
Kumar,0.3000000119209289
Hai,0.1000000014901161
he'd,0.0
quite,0.0
star,0.2000000029802322
They,0.0
know,0.0
Rawal,0.3000000119209289
1965's,0.0
people,0.0
amazingly,0.8999999761581421
well.,0.3000000119209289
wrong,-0.800000011920929
"south,",0.0
"matter,",-0.1000000014901161
Hollywood,0.3000000119209289
best,0.8999999761581421
decade.,-0.1000000014901161
from,0.0
great,0.8999999761581421
mention,0.0
decent,0.6000000238418579
"year,",0.0
original.,0.6000000238418579
who,-0.1000000014901161
performance,0.1000000014901161
First,0.2000000029802322
makes,0.1000000014901161
don't,-0.699999988079071
sit,0.1000000014901161
On,0.0
"however,",-0.3000000119209289
/>Screenplay,0.1000000014901161
thrash,0.4000000059604645
very,0.2000000029802322
one.,0.1000000014901161
Garam,0.4000000059604645
anything,0.2000000029802322
disappointed.<br,0.6000000238418579
won't,-0.6000000238418579
bizarre,-0.699999988079071
"least,",-0.1000000014901161
50,0.1000000014901161
(but,-0.1000000014901161
comedy...,0.1000000014901161
A,0.2000000029802322
entertaining,0.8999999761581421
"one,",0.1000000014901161
rank,0.2000000029802322
fell,-0.5
past,-0.1000000014901161
"that,",0.0
full,0.5
web.,0.0
you'll,0.2000000029802322
finished,0.1000000014901161
"it,",0.2000000029802322
got,0.0
get,0.3000000119209289
animated,0.4000000059604645
actually,0.2000000029802322
giving,0.3000000119209289
funny),0.8999999761581421
"about,",0.0
So,0.0
indifferent,-0.699999988079071
haven't,-0.2000000029802322
high,0.0
rather,-0.1000000014901161
/>If,-0.1000000014901161
personal,0.3000000119209289
wanted,0.2000000029802322
world.,0.1000000014901161
when,0.0
find,0.3000000119209289
assure,0.2000000029802322
collection.,0.0
Haruhi,0.3000000119209289
review,-0.1000000014901161
Trust,0.699999988079071
Yuuutsu,0.3000000119209289
"episode,",0.1000000014901161
I'm,0.0
standing,0.3000000119209289
10,0.699999988079071
charm.,0.8999999761581421
tell,0.0
really,-0.1000000014901161
"fan,",0.8999999761581421
without,0.0
anime,0.1000000014901161
"drawn,",0.2000000029802322
kidding,-0.699999988079071
page,0.0
high-rated,0.5
spoiling,-0.800000011920929
school,0.0
yet,-0.1000000014901161
much,0.0
is.<br,0.6000000238418579
strange,-0.4000000059604645
my,0.2000000029802322
"world,",0.1000000014901161
irresistible,0.8999999761581421
I've,0.0
"why,",-0.5
I'll,0.2000000029802322
"/>Seriously,",-0.3000000119209289
HUGE,0.4000000059604645
"series,",0.0
watch.,0.0
Suzumiya,0.3000000119209289
really.<br,0.6000000238418579
"Suzumiya,",0.1000000014901161
sight,0.2000000029802322
way,0.2000000029802322
"form,",0.1000000014901161
skills,0.2000000029802322
/>,0.0
change,-0.3000000119209289
Gene,0.3000000119209289
Eve,0.2000000029802322
adapted,0.5
screen.,-0.3000000119209289
leaps,0.699999988079071
shows,0.0
Girl,0.2000000029802322
theatre.,0.1000000014901161
One,0.2000000029802322
Hayworth,0.3000000119209289
major,0.2000000029802322
off,-0.6000000238418579
injects,0.3000000119209289
favorites,0.8999999761581421
"movies,",0.0
"bananas,",0.1000000014901161
innovative,0.800000011920929
era,0.0
Rita,0.3000000119209289
Arden,0.3000000119209289
hasn't,-0.4000000059604645
perfect,0.8999999761581421
choreography,0.699999988079071
Phil,0.3000000119209289
classic!>,0.8999999761581421
her,0.2000000029802322
Kelly,0.3000000119209289
choreograph.,0.3000000119209289
come,0.1000000014901161
class.<br,0.6000000238418579
eventually,0.0
non-MGM,0.3000000119209289
theatrical,0.0
Broadway,0.3000000119209289
"musicals,",0.1000000014901161
edgy,-0.5
structure,0.0
musicals,0.2000000029802322
wonder,0.6000000238418579
beauty,0.8999999761581421
Silvers,0.3000000119209289
Cover,0.1000000014901161
introduces,0.5
second,0.1000000014901161
His,0.0
fails,-0.800000011920929
shagging,0.3000000119209289
deliver,0.0
violence,-0.6000000238418579
boob,0.3000000119209289
named,0.0
lack,-0.699999988079071
car,0.0
horrifying,-0.800000011920929
feed,0.1000000014901161
death,-0.5
acquired,0.0
calls,0.1000000014901161
Sarah,0.3000000119209289
plans,0.1000000014901161
son,0.1000000014901161
donors,0.1000000014901161
"handicaps,",0.1000000014901161
him,0.0
warts,0.4000000059604645
Sarah(Lizabeth,0.2000000029802322
overall,0.0
taste,0.3000000119209289
few,-0.2000000029802322
bulges,0.3000000119209289
suggestion,0.1000000014901161
complete,0.5
Richard..let,0.3000000119209289
appetite,0.6000000238418579
father,0.0
Monster,0.2000000029802322
"secret,",0.3000000119209289
occur.,0.0
flick.,0.0
work.,0.0
friend,0.4000000059604645
pose,0.1000000014901161
current,0.0
pre-law,0.4000000059604645
while,0.0
Eddie(Derek,0.2000000029802322
girlfriend..Eddie,0.2000000029802322
awful,-0.800000011920929
Dr.,-0.1000000014901161
suffers,-0.800000011920929
talent.,0.8999999761581421
methods.,0.0
cheating,-0.800000011920929
Cardenas)who,0.0
along,0.1000000014901161
Philips)who,0.0
Many,0.2000000029802322
lady,0.2000000029802322
scenes,0.0
K(David,0.0
zombie,0.0
brother,0.3000000119209289
Richard(Dennis,0.2000000029802322
school.,0.0
Soon,0.1000000014901161
flesh.,0.0
accepted,0.2000000029802322
stopped.<br,0.6000000238418579
doctor,0.1000000014901161
H,0.3000000119209289
K,0.3000000119209289
resume,0.0
occurs,-0.2000000029802322
relationship,0.1000000014901161
Sebastian;Eddie's,0.0
law,-0.1000000014901161
threat,-0.699999988079071
fall.,-0.2000000029802322
She,0.0
gets,0.2000000029802322
flick,0.0
hit,0.5
using,-0.1000000014901161
move,0.0
Eddie,0.3000000119209289
trying,-0.2000000029802322
illegal,-0.699999988079071
off-camera.,-0.1000000014901161
results,0.4000000059604645
disease,-0.6000000238418579
medical,0.0
throes,0.3000000119209289
massive,0.6000000238418579
"premise,",0.0
Hickey)has,0.1000000014901161
limited,-0.5
munching,0.3000000119209289
quench.,0.5
seems,0.0
gore,0.0
die,-0.4000000059604645
applies,0.0
master,0.4000000059604645
girlfriend's,0.0
Eddie's,0.1000000014901161
appears,0.0
needs,-0.1000000014901161
their,0.1000000014901161
accidentally,-0.4000000059604645
human,0.1000000014901161
direct-to-video,0.3000000119209289
"""recuperate""",0.1000000014901161
O'Neill)has,0.1000000014901161
serum,0.1000000014901161
uncontrollable,-0.800000011920929
severe,-0.699999988079071
/>Typically,0.0
formula,0.0
herself,0.0
job).,0.4000000059604645
boyfriend,0.0
paid,0.0
annoying.,-0.800000011920929
"fright-fest,",0.1000000014901161
girlfriend,0.1000000014901161
recently,0.0
attend,0.0
"budget,",0.0
When,-0.1000000014901161
Walt(Bill,0.0
old,0.0
"people,and",0.0
producers,0.0
"motivated,or",0.2000000029802322
member,0.1000000014901161
"time,and",-0.2000000029802322
writer,0.1000000014901161
Service,0.1000000014901161
members,0.1000000014901161
Johnson,0.3000000119209289
SPOILER,0.3000000119209289
help,-0.2000000029802322
-these,-0.1000000014901161
satisfy,0.800000011920929
theaters.,0.0
"film,only",-0.1000000014901161
S.W.A.T.,0.3000000119209289
"clear,well",0.8999999761581421
Douglas)left,-0.1000000014901161
rental,0.0
"you,cause",0.2000000029802322
forced.I,0.2000000029802322
ALERT,-0.2000000029802322
Secret,0.3000000119209289
known.But,0.1000000014901161
Personally,0.1000000014901161
(for,0.0
"life,I",0.3000000119209289
"Service,now",0.1000000014901161
!,0.3000000119209289
Williams,0.3000000119209289
motivations,0.3000000119209289
wait,-0.4000000059604645
save,0.0
better,0.6000000238418579
Pete,0.3000000119209289
example,0.0
understand,0.1000000014901161
end.Clark,0.3000000119209289
day,0.2000000029802322
used,0.0
Michael,0.3000000119209289
"twists,the",0.4000000059604645
rumor,0.0
wondering,0.1000000014901161
William,0.3000000119209289
"Ermey,",0.1000000014901161
that's,0.0
walk,0.0
character,0.2000000029802322
Or,0.0
situations?,0.0
idea,0.2000000029802322
re-enacting,0.3000000119209289
behaviour?,-0.2000000029802322
cardboard,-0.4000000059604645
"so,",0.0
simply,0.1000000014901161
cut-outs.,-0.1000000014901161
Now,0.0
posts,0.0
training,0.0
before,-0.1000000014901161
series,-0.1000000014901161
particularly,-0.2000000029802322
hour,-0.2000000029802322
Sergeant,0.1000000014901161
Nothing...<br,-0.2000000029802322
20,0.1000000014901161
"8.3,",0.0
sympathy,0.800000011920929
Some,0.0
weirdo,0.3000000119209289
deserves,0.6000000238418579
time.,-0.2000000029802322
Vietnam.,0.2000000029802322
wished,0.1000000014901161
muttering,0.3000000119209289
zillion,0.3000000119209289
fat,-0.699999988079071
gun,0.1000000014901161
normal,0.0
continues,0.0
Stars,0.2000000029802322
scenes.,0.0
"people,",0.0
bunk-scene,0.0
disobedient,0.3000000119209289
then,0.0
rest,0.1000000014901161
Vietnam,0.3000000119209289
platoon,0.3000000119209289
Very,0.1000000014901161
brilliantly,0.8999999761581421
war,0.2000000029802322
redeeming,0.0
Were,0.0
dozens,0.1000000014901161
up,0.0
win,0.6000000238418579
being,0.0
engagement?,0.0
/>What,-0.1000000014901161
bad.,-0.800000011920929
flies,-0.6000000238418579
two,0.0
"surprise..),",0.4000000059604645
That,0.0
"/>So,",0.0
gripping.,0.800000011920929
war-reporters,0.0
Vietnam-part.<br,0.3000000119209289
into,0.1000000014901161
"sorry,",-0.800000011920929
But,-0.1000000014901161
bad,-0.800000011920929
basic,-0.1000000014901161
see,0.1000000014901161
seem,-0.1000000014901161
bored,-0.800000011920929
belief,0.0
devoid,-0.2000000029802322
enter,0.0
"2007,",0.0
burn?,-0.1000000014901161
screenplay,0.1000000014901161
pass,-0.5
shot,0.0
Vietnam?,0.0
send,0.0
consists,0.0
minutes,-0.3000000119209289
shoots,0.3000000119209289
comes,0.0
died,-0.800000011920929
covers,0.0
staggeringly,0.4000000059604645
bullets.<br,0.6000000238418579
movie..that,0.2000000029802322
zone?,0.0
"odd,",-0.6000000238418579
during,-0.1000000014901161
marine-training,0.0
"/>Furthermore,",0.0
hole,-0.699999988079071
message,0.0
illogical,0.3000000119209289
Vietcong,0.3000000119209289
whole,0.0
somehow,-0.1000000014901161
/>I'm,0.0
mistaken,-0.699999988079071
thought,0.2000000029802322
nothing,-0.6000000238418579
worthy,0.8999999761581421
R.,0.2000000029802322
main,0.4000000059604645
together,0.0
morons,-0.800000011920929
dispose,0.3000000119209289
It,0.1000000014901161
small,-0.5
suicidal?,-0.699999988079071
haggard,0.4000000059604645
passed,0.0
30,0.1000000014901161
cover.,-0.1000000014901161
slightly,-0.1000000014901161
Lee,0.3000000119209289
besieged.,0.2000000029802322
Apocalypse,0.3000000119209289
note,0.0
aspect,0.1000000014901161
dumb,-0.8999999761581421
Then,0.0
sounded,-0.2000000029802322
animals,0.0
manned,0.0
drill,0.0
camp,0.0
sergeant,0.0
talk,0.1000000014901161
times,-0.2000000029802322
None,-0.2000000029802322
inspire,0.699999988079071
months,-0.3000000119209289
guys,0.3000000119209289
general,0.0
US,0.3000000119209289
altogether,0.0
/>Then,0.0
"Oh,",0.3000000119209289
concrete,-0.2000000029802322
dropped,-0.699999988079071
scriptwriter.,0.2000000029802322
Too,0.0
"but,",-0.2000000029802322
separate,-0.1000000014901161
boys,0.0
less.,-0.4000000059604645
gate.,0.0
38.3<br,0.6000000238418579
"which,",0.0
means,0.0
pointless.,-0.800000011920929
frankly,-0.1000000014901161
didn't,-0.699999988079071
opens,0.0
reporters,0.1000000014901161
hooking,0.2000000029802322
Stripes,0.3000000119209289
/>5/10,0.1000000014901161
lines.,-0.4000000059604645
"no,",-0.6000000238418579
parts.,-0.1000000014901161
we,0.0
(what,0.0
script,-0.1000000014901161
shouting.,-0.2000000029802322
If,0.0
Vietnamese,0.0
wall,0.0
happened.,0.0
gaping,-0.699999988079071
protect,0.4000000059604645
uneventful.,0.2000000029802322
them,0.0
believable,0.8999999761581421
"films,",0.0
hooligan.,0.2000000029802322
spoilt,-0.699999988079071
anywhere,0.5
Bank,0.1000000014901161
End,0.0
trashed.,-0.800000011920929
opted,0.1000000014901161
tube,0.0
fans,0.699999988079071
error,-0.800000011920929
role,0.1000000014901161
wasn't,-0.699999988079071
made,0.1000000014901161
decided,0.0
instead,-0.4000000059604645
you'd,0.3000000119209289
they're,0.0
"station,",0.1000000014901161
/>Right,0.2000000029802322
errors.<br,0.6000000238418579
unbelievable,0.8999999761581421
"meeting,",0.0
East,0.3000000119209289
"""Oh",0.2000000029802322
expect,0.0
gang,0.4000000059604645
bleed.,-0.6000000238418579
Dyke,0.3000000119209289
Ham,0.0
cameras,-0.1000000014901161
fact,0.0
"watch,",0.0
security,0.3000000119209289
she,0.0
Van,0.3000000119209289
plays,0.1000000014901161
"here""",0.1000000014901161
mock-ney,0.1000000014901161
actor,0.2000000029802322
world.<br,0.6000000238418579
already..,-0.1000000014901161
replies,0.0
Tottenham,0.3000000119209289
Britian,0.3000000119209289
town,0.3000000119209289
Wood,0.3000000119209289
spoke,0.0
last,-0.3000000119209289
"town,",0.2000000029802322
accent,0.3000000119209289
says,0.0
style,0.0
someone,0.0
sure,0.5
"yesterday""!!!",-0.1000000014901161
they'd,0.1000000014901161
similar,0.0
outside,-0.1000000014901161
happened,0.0
/>There,0.0
biggest,0.4000000059604645
lead,0.1000000014901161
accentuated,0.3000000119209289
UK,0.3000000119209289
fight,-0.2000000029802322
failing,-0.800000011920929
Dick,0.3000000119209289
start,0.0
clearly,0.0
"""What",0.2000000029802322
earth,0.3000000119209289
West,0.3000000119209289
errors,-0.800000011920929
ears,0.0
speak,0.0
Elijah,0.3000000119209289
speak.,0.0
there!,0.4000000059604645
"sister,",0.0
portraying,0.0
"or,",0.0
Stone's,0.1000000014901161
"script,",0.0
"hammy,",0.1000000014901161
"""JFK""",0.0
Charles,0.3000000119209289
cover,-0.1000000014901161
/>In,0.0
flat,-0.3000000119209289
"said,",0.0
catch,0.1000000014901161
Belushi,0.3000000119209289
or,0.0
actor.<br,0.6000000238418579
Carner,0.3000000119209289
"murderer(s),",-0.2000000029802322
sadly,-0.699999988079071
"First,",0.0
topic,0.0
child,0.1000000014901161
disappointed.,-0.800000011920929
either,0.0
ape,0.0
weakest,-0.699999988079071
Oliver,0.3000000119209289
"fact,",0.0
A-list,0.3000000119209289
Hines,0.3000000119209289
benefit,0.699999988079071
"""real""",0.699999988079071
conspiracy,-0.5
treatment.,0.0
sign,0.0
cast,-0.1000000014901161
James,0.3000000119209289
magazine,0.0
Spin,0.3000000119209289
remembered,0.1000000014901161
"dancer,",0.3000000119209289
"movie,",0.0
Gregory,0.3000000119209289
"TV,",0.1000000014901161
exactly,0.6000000238418579
upon,0.0
"director,",0.0
article,0.2000000029802322
alleged,-0.3000000119209289
work.<br,0.4000000059604645
/>It's,0.0
shame,-0.8999999761581421
based.,0.0
link.,0.0
film's,0.0
blamed,-0.800000011920929
Calamai,0.3000000119209289
Can't,-0.6000000238418579
Giovanna.,0.2000000029802322
accompanied,0.0
flair,0.6000000238418579
performances,0.0
Postman,0.3000000119209289
Clara,0.3000000119209289
confidence,0.8999999761581421
Visconti's,0.1000000014901161
Massimo,0.3000000119209289
"technique,",0.0
Rings,0.3000000119209289
bettered.,0.3000000119209289
immaculate,0.8999999761581421
Girotti,0.3000000119209289
"fabulous,",0.8999999761581421
career.,0.3000000119209289
Remade,0.3000000119209289
'The,0.2000000029802322
never,-0.4000000059604645
film!,0.5
handsome,0.8999999761581421
trademark,0.2000000029802322
compelling,0.8999999761581421
Twice',0.2000000029802322
man's,0.2000000029802322
zenith,0.3000000119209289
"and,",0.0
frantic,0.6000000238418579
drifter,0.4000000059604645
4,0.2000000029802322
"3D""",0.2000000029802322
this.,0.0
looking,0.1000000014901161
monsters,0.1000000014901161
flesh,0.0
big,0.3000000119209289
"Shining""",0.3000000119209289
out.,-0.2000000029802322
Tomb,0.3000000119209289
"""The",0.3000000119209289
release,0.1000000014901161
visuals,0.2000000029802322
"""Dinosaurs",0.2000000029802322
/>You,0.2000000029802322
Ryan.<br,0.6000000238418579
Lameeeee,0.3000000119209289
load,-0.1000000014901161
Raider,0.4000000059604645
gem,0.699999988079071
Private,0.0
sort,-0.3000000119209289
"know,",0.0
Burns,0.3000000119209289
creation,0.1000000014901161
made-for-TV,0.2000000029802322
T-Rex,0.3000000119209289
me.<br,0.5
/>Let's,0.0
plain,-0.3000000119209289
liked,0.8999999761581421
down,-0.6000000238418579
though.,-0.2000000029802322
here.<br,0.699999988079071
demo,0.0
"bad,",-0.800000011920929
care,0.1000000014901161
ripoff,-0.8999999761581421
heck...,-0.699999988079071
"Kidz""",0.4000000059604645
"audience,",0.2000000029802322
there's,0.0
Edward,0.3000000119209289
issue,-0.800000011920929
put,0.0
CDROM,0.3000000119209289
easy,0.699999988079071
Windows,0.3000000119209289
Ray,0.3000000119209289
one.<br,0.699999988079071
"Instinct""",0.3000000119209289
simple.,0.5
point-and-click,0.0
games,0.1000000014901161
open?,0.0
lizard-monkeys,0.1000000014901161
dinosaurs,0.1000000014901161
3.1,0.0
How,0.0
Saving,0.5
Bradbury,0.3000000119209289
console,0.0
ton,0.1000000014901161
pre-2000,0.3000000119209289
cut-scenes,0.0
sock-puppet,0.0
Channels,0.2000000029802322
it.<br,0.699999988079071
wide,0.0
adventure,0.2000000029802322
incredibly,0.6000000238418579
Scifi,0.3000000119209289
"""CGI,",0.1000000014901161
"idea,",0.2000000029802322
looked,0.0
"""Killer",0.800000011920929
laughable.,-0.8999999761581421
"mean,",-0.3000000119209289
lives,0.4000000059604645
"anyway,",0.0
"Also,",-0.1000000014901161
Billy,0.3000000119209289
pure,0.1000000014901161
angular,0.0
"cowardly,",-0.800000011920929
potential,0.3000000119209289
deviation,0.1000000014901161
though)<br,0.2000000029802322
Scooby-Doo,0.3000000119209289
Inc.'s,0.0
capacity,0.0
slackers,0.3000000119209289
Kasem,0.3000000119209289
Don't,-0.699999988079071
comic,0.1000000014901161
relief.,0.5
There's,0.0
achievement,0.6000000238418579
show,0.800000011920929
"adorable,",0.8999999761581421
