original_word,Positive,Neutral,Negative,Mixed
imitations;,0.0273715890944004,0.2354770600795745,0.6411019563674927,0.096049427986145
one,0.0727481544017791,0.7201377153396606,0.0354766696691513,0.1716374903917312
along.,0.0122179212048649,0.970690131187439,0.0132363550364971,0.003855591174215
French,0.0133203044533729,0.8599173426628113,0.0406782142817974,0.0860841050744056
"itself,",0.0417956002056598,0.906442642211914,0.0351071506738662,0.0166545994579792
"counterpart,",0.0197649952024221,0.8979754447937012,0.0812856629490852,0.0009739388478919
my,0.0298562832176685,0.9514628052711488,0.0122539959847927,0.0064269197173416
"other,",0.0153630897402763,0.937940001487732,0.0350770205259323,0.0116198221221566
-,0.0031182344537228,0.9944696426391602,0.0017687771469354,0.0006433284725062
skinny,0.0401169694960117,0.734290599822998,0.142129585146904,0.0834628045558929
each,0.0905306115746498,0.8166959285736084,0.0422324649989604,0.0505410395562648
is,0.0460928417742252,0.8071528673171997,0.0272064637392759,0.1195478066802024
don't,0.0135209243744611,0.2255440354347229,0.6142362356185913,0.1466988027095794
heroine,0.012046574614942,0.9653366804122924,0.0138274393975734,0.0087892757728695
about.,0.0189918614923954,0.9439184665679932,0.0222677830606699,0.0148218926042318
with,0.0538442209362983,0.8992383480072021,0.025661613792181,0.021255824714899
billed,0.0071880752220749,0.9449448585510254,0.0475628413259983,0.0003042077296413
matter,0.0711278170347213,0.8871446251869202,0.019840182736516,0.0218873899430036
explicit,0.0702007561922073,0.7952962517738342,0.0632467418909072,0.0712563171982765
best,0.9331780672073364,0.0409248322248458,0.0069877873174846,0.0189094208180904
by,0.0337968431413173,0.9129452109336852,0.0410179384052753,0.0122399143874645
"really,",0.1324577331542968,0.6601018905639648,0.0657385438680648,0.1417018473148346
travelogue,0.0046803206205368,0.9393685460090636,0.0557154975831508,0.0002356141485506
having,0.0434188060462474,0.911148488521576,0.0378131568431854,0.0076195616275072
original,0.2943309247493744,0.6306712627410889,0.0233269054442644,0.0516708903014659
some,0.0375607796013355,0.8430973887443542,0.0340235717594623,0.0853183194994926
look,0.2431172877550125,0.6321706175804138,0.0444359965622425,0.080276183784008
"(although,",0.0107859373092651,0.9706034064292908,0.0099649401381611,0.0086456509307026
when,0.0123065086081624,0.921509325504303,0.0274412669241428,0.0387428402900695
(I've,0.0105388648808002,0.984352171421051,0.0045586503110826,0.0005503807915374
icon,0.0272242054343223,0.9655243754386902,0.0032167835161089,0.0040346579626202
came,0.1026139929890632,0.7633383274078369,0.0824202746152877,0.0516274273395538
companion,0.2043278962373733,0.7845401167869568,0.0050210966728627,0.0061109014786779
even,0.1925912946462631,0.5111163258552551,0.2034686952829361,0.0928237214684486
"director,",0.0034992485307157,0.995204210281372,0.0010518404887989,0.0002447782899253
"fact,",0.0256580132991075,0.8981207013130188,0.0306258387863636,0.0455955006182193
"""Albert",0.004996798466891,0.9926163554191588,0.0023579446133226,2.888628478103783e-05
almost,0.1140013635158538,0.340777188539505,0.1563467383384704,0.3888746500015259
polished,0.666292130947113,0.2965523898601532,0.0365906618535518,0.0005648102378472
would,0.1367259919643402,0.6731046438217163,0.0573375821113586,0.1328318417072296
considering),0.2953862249851227,0.4563637375831604,0.0454789847135543,0.2027710676193237
Italian,0.0125841153785586,0.9741135239601136,0.0048453253693878,0.0084570795297622
success,0.5832751393318176,0.2261604964733123,0.020936356857419,0.1696279942989349
on,0.0208945944905281,0.959937334060669,0.0133589478209614,0.0058091166429221
up,0.0691480711102485,0.8393108248710632,0.0434645377099514,0.0480765514075756
"scenes,",0.0129343457520008,0.9796079397201538,0.0042856940999627,0.0031720774713903
much,0.1022271737456321,0.7935263514518738,0.0506517961621284,0.0535947196185588
Dali,0.0034489333629608,0.995403289794922,0.000984042417258,0.0001637827663216
decent,0.9176995158195496,0.0809106975793838,0.0006225584074854,0.0007671494968235
in,0.0187057089060544,0.9652330875396729,0.0045807156711816,0.0114804496988654
wasn't,0.0184375885874032,0.2792418897151947,0.5715740323066711,0.1307465136051178
bad,0.0062425662763416,0.0321325063705444,0.4606705605983734,0.5009543895721436
sex,0.0177968628704547,0.932921290397644,0.0156102953478693,0.0336715653538703
artist,0.0677805244922638,0.8970732092857361,0.0113705741241574,0.0237756725400686
as,0.038436222821474,0.8668975830078125,0.0279761385172605,0.066690094769001
offers,0.2839439511299133,0.698013424873352,0.0063319955952465,0.0117106679826974
rather,0.0128478650003671,0.8018735647201538,0.1716948598623275,0.0135837811976671
"""Emanuelle""",0.2225771844387054,0.7713149785995483,0.0060881385579705,1.963293107110076e-05
"first,",0.014845997095108,0.978846311569214,0.0043426095508039,0.001965090399608
while,0.0128520987927913,0.977778136730194,0.008709498681128,0.0006603398942388
Salvador,0.011225058697164,0.9857720732688904,0.002931490773335,7.134104816941544e-05
Schubert,0.2411454617977142,0.6777666211128235,0.0789823532104492,0.0021055182442069
running,0.0069478820078074,0.9882652759552002,0.0043758251704275,0.0004110328736715
"Still,",0.0875798687338829,0.6680677533149719,0.0725315883755683,0.1718208342790603
who,0.0251707360148429,0.6888055801391602,0.0666286721825599,0.2193949669599533
"personally,",0.028682978823781,0.9030746221542358,0.051700621843338,0.0165417455136775
copyright,0.0061722761020064,0.8395616412162781,0.1175032779574394,0.0367627777159214
nothing,0.012378160841763,0.1788805425167083,0.7624836564064026,0.0462576448917388
vulgarity,0.0009355654474347,0.1045252680778503,0.8925411701202393,0.0019979753997176
footage,0.0039879078976809,0.9945777654647828,0.0014179443242028,1.632621388125699e-05
version,0.00906368996948,0.9858097434043884,0.0038381700869649,0.0012882904848083
know,0.0169760752469301,0.9471253752708436,0.0153233166784048,0.0205752495676279
"Thomas""!",0.0327342040836811,0.9666323065757751,0.0006063619512133,2.7172494810656644e-05
spate,0.0129062589257955,0.949986219406128,0.0365616381168365,0.000545943621546
clearly,0.1504279822111129,0.4160231649875641,0.091361716389656,0.3421870470046997
there,0.0279326830059289,0.9277987480163574,0.0200528595596551,0.0242157392203807
Kristel,0.0034070347901433,0.996039628982544,0.000532992882654,2.0251369278412312e-05
features,0.1121194139122963,0.844307005405426,0.0160344243049621,0.0275391284376382
tastes)!,0.6959664225578308,0.2027473151683807,0.054185401648283,0.0471008978784084
its,0.0986989736557006,0.7499926686286926,0.0390838421881198,0.1122244819998741
little,0.0496296100318431,0.3000339269638061,0.416705310344696,0.2336312234401703
Gemser,0.0289835892617702,0.9559330344200134,0.0149977160617709,8.561224240111187e-05
score,0.1503785699605941,0.805173397064209,0.0113749401643872,0.0330730639398098
his,0.0290523581206798,0.8122987747192383,0.0282359812408685,0.1304128468036651
"but,",0.0176948476582765,0.8982012867927551,0.0520670190453529,0.0320367999374866
more,0.0884125307202339,0.749350905418396,0.0505804605782032,0.1116561368107795
The,0.0391779467463493,0.7239001393318176,0.0251244492828845,0.2117973715066909
object,0.0153899490833282,0.9664007425308228,0.0133835664018988,0.0048256181180477
"""Emmanuelle""",0.0053150579333305,0.994066596031189,0.0006130574038252,5.314755981089547e-06
Sylvia,0.0029421420767903,0.9958171248435974,0.0012162905186414,2.44764523813501e-05
like,0.2005390226840973,0.635277271270752,0.0737024471163749,0.0904812589287757
middle,0.0063158930279314,0.9624724984169006,0.0262951627373695,0.0049164681695401
becoming,0.0464420393109321,0.8507499694824219,0.046654287725687,0.0561537817120552
typically,0.0043370500206947,0.9836713671684264,0.0069944951683282,0.0049970340915024
desire,0.1927386224269867,0.3827154636383056,0.0181783083826303,0.406367540359497
not,0.009644566103816,0.1950117647647857,0.4754292070865631,0.3199144005775451
none,0.0089726448059082,0.8342474102973938,0.1484774053096771,0.008302598260343
for,0.0344158336520195,0.8959487676620483,0.0139776747673749,0.0556576400995254
made,0.0749991312623024,0.5598145127296448,0.1130283027887344,0.2521580159664154
films,0.0151194855570793,0.9585007429122924,0.0165477804839611,0.0098319705575704
Laura,0.0079707195982337,0.9882429242134094,0.0032919882796704,0.0004943910171277
were,0.036456286907196,0.8356411457061768,0.0674167647957801,0.0604857467114925
"Emanuelle""",0.0087129408493638,0.9886454343795776,0.0026364377699792,5.234733635006705e-06
well-crafted,0.9873316884040833,0.0118839256465435,0.0006960853934288,8.827370766084641e-05
history,0.0033795700874179,0.995314121246338,0.0010849337559193,0.0002214257110608
flashback,0.0005800621001981,0.9963422417640686,0.0028264552820473,0.0002511716738808
Ther,0.0123811839148402,0.938918113708496,0.0478137917816638,0.0008869554731063
be,0.0573628023266792,0.6436753869056702,0.0407379865646362,0.2582239210605621
Those,0.0589736439287662,0.8035520911216736,0.0362328588962554,0.1012414619326591
beckons,0.5738798379898071,0.3896838128566742,0.0356437228620052,0.0007926836260594
sereneness,0.1566099673509597,0.7127431631088257,0.1135888844728469,0.0170579478144645
those,0.05083529651165,0.7515365481376648,0.0502557232975959,0.1473724842071533
Only,0.0518889538943767,0.4613008201122284,0.1093403249979019,0.3774698972702026
neighbors.,0.0232937596738338,0.8815601468086243,0.0263707060366868,0.0687753856182098
Supposedly,0.0381760224699974,0.6204490661621094,0.2957271337509155,0.0456478036940097
these,0.0789955258369445,0.8925241827964783,0.0156035358086228,0.0128767425194382
cross,0.0544710084795951,0.7202317118644714,0.0801311284303665,0.1451661586761474
first,0.0120375948026776,0.9810824394226074,0.0037130361888557,0.003166896989569
event,0.0020530351903289,0.9973917007446288,0.0003250796580687,0.0002302380598848
rugged,0.0818075612187385,0.6463137865066528,0.257242888212204,0.0146357845515012
But,0.0226828623563051,0.8557713627815247,0.0423136129975318,0.0792321562767028
Kamerdaschaft,0.012480298988521,0.5042708516120911,0.4831283688545227,0.0001205327571369
based,0.0143465623259544,0.9698519110679626,0.0105223581194877,0.0052791819907724
proudly,0.7644322514533997,0.1810663342475891,0.0106047028675675,0.0438967496156692
France,0.0019051959970965,0.9906831979751588,0.0060474467463791,0.0013641179539263
back,0.0271029435098171,0.6210271716117859,0.3460032641887665,0.0058666435070335
"later,",0.0029705639462918,0.9928849339485168,0.0036042581778019,0.00054017000366
fussy,0.0022836218122392,0.1156828701496124,0.8688644170761108,0.0131690185517072
years,0.025851372629404,0.971513569355011,0.0020300196483731,0.000604989065323
that's,0.0316789932548999,0.9107698798179626,0.0400105714797973,0.0175404902547597
Pabst,0.0329436175525188,0.9021241664886476,0.0648169741034507,0.000115271017421
long,0.0442488901317119,0.2969776391983032,0.1206212937831878,0.5381521582603455
translation,0.0188623182475566,0.8597532510757446,0.060482133179903,0.0609023794531822
rescue.,0.1142921447753906,0.8097914457321167,0.0358739383518695,0.0400425158441066
Germans,0.0125841153785586,0.9741135239601136,0.0048453253693878,0.0084570795297622
happens,0.0183800067752599,0.8236408829689026,0.1048913225531578,0.0530877858400344
He,0.0665469318628311,0.5360288619995117,0.0588059090077877,0.3386182487010956
begin,0.0081651723012328,0.9726242423057556,0.0156547427177429,0.0035558152012526
Hitler,0.0060095284134149,0.8150222897529602,0.1620495319366455,0.0169186554849147
note,0.0198109503835439,0.9685384035110474,0.0078080873936414,0.0038425563834607
disaster,0.0001232213398907,0.002693033311516,0.9971559047698976,2.7810110623249784e-05
poet,0.022851750254631,0.9705519676208496,0.0038212868385016,0.0027749557048082
ordeal.,0.0367212705314159,0.125649482011795,0.2828311026096344,0.5547981262207031
what,0.0201758407056331,0.6853832006454468,0.2260553538799286,0.0683856233954429
sure,0.0632874891161918,0.5381129384040833,0.0365396812558174,0.3620598912239074
times,0.0231788177043199,0.8519888520240784,0.0466594099998474,0.0781729593873024
miners,0.0055351732298731,0.9459984302520752,0.0481836684048175,0.0002827376883942
They,0.0604998059570789,0.701361894607544,0.0392588786780834,0.1988794356584549
get,0.1159644052386283,0.5088047385215759,0.1539776474237442,0.2212532460689544
poetry,0.0139450905844569,0.9763386845588684,0.0086860172450542,0.0010303132003173
cinema,0.0012861401773989,0.9968236684799194,0.0016943914815783,0.0001958569628186
interesting,0.6620919108390808,0.3044624924659729,0.0109013700857758,0.0225442517548799
group,0.0098408116027712,0.9846449494361876,0.00317536550574,0.0023389160633087
brings,0.2950303554534912,0.6393877863883972,0.0384520143270492,0.0271297637373209
isn't,0.0189692135900259,0.2844858467578888,0.3799115419387817,0.316633403301239
ambitions.,0.1354764997959137,0.8175009489059448,0.03254085034132,0.0144816450774669
realism,0.4144982695579529,0.5578277707099915,0.0236469488590955,0.0040270411409437
few,0.0313627794384956,0.9006662368774414,0.0422134436666965,0.0257574971765279
German,0.0125841153785586,0.9741135239601136,0.0048453253693878,0.0084570795297622
border,0.0075174095109105,0.971813976764679,0.0182523857802152,0.0024162866175174
their,0.0667506232857704,0.778913676738739,0.05044437199831,0.1038913652300834
over,0.0293307229876518,0.3349892497062683,0.4145253300666809,0.2211546748876571
Then,0.0269109196960926,0.8831011652946472,0.0368170738220214,0.0531709045171737
are,0.043031133711338,0.7664048671722412,0.0491527467966079,0.1414112895727157
sound,0.0441928394138813,0.8652480244636536,0.0813974887132644,0.0091616678982973
point,0.0763708278536796,0.8278630375862122,0.0465075820684433,0.0492585413157939
being,0.0535637028515338,0.7854240536689758,0.0576078556478023,0.1034043058753013
spurned,0.0114480275660753,0.8942182064056396,0.0939180552959442,0.0004157768853474
directness,0.0500317364931106,0.8642433881759644,0.0802018120884895,0.0055230660364031
"scene,",0.0056066708639264,0.986989676952362,0.0067833866924047,0.0006202583899721
silent,0.0464076809585094,0.8889437913894653,0.0593070574104785,0.0053414050489664
place,0.061583012342453,0.9015753865242004,0.0218855310231447,0.0149560384452342
but,0.0268751941621303,0.8245776891708374,0.0487814135849475,0.0997656732797622
takes,0.0429731309413909,0.6850528717041016,0.0755733773112297,0.1964005827903747
nightclub,0.0051886192522943,0.9934630393981934,0.000960630888585,0.0003877960552927
come,0.0445687398314476,0.9205281138420104,0.0252085942775011,0.0096945622935891
story,0.0317177399992942,0.8978434801101685,0.023213792592287,0.0472249612212181
simple,0.2836910486221313,0.5103820562362671,0.0489248856902122,0.1570020765066146
not?,0.0254232119768857,0.8169376254081726,0.1221094951033592,0.0355296321213245
"world,",0.2701362669467926,0.6312829852104187,0.020833745598793,0.0777469798922538
compared,0.0581975169479846,0.8797739148139954,0.0316651836037635,0.0303634088486433
"event,",0.0035657461266964,0.99572491645813,0.0003442347224336,0.0003651297593023
It,0.109082244336605,0.7246517539024353,0.0356889367103576,0.1305770426988601
discovered.,0.039215937256813,0.8801514506340027,0.0579625815153121,0.022669980302453
casualty,0.0015273350290954,0.1752659678459167,0.8219746351242065,0.0012320714304223
am,0.1280720084905624,0.77738356590271,0.026444211602211,0.0681001543998718
mines,0.0141267338767647,0.9331749081611632,0.0515304766595363,0.0011678036535158
needs,0.211379274725914,0.6838375329971313,0.0912256240844726,0.013557581230998
plans,0.053190141916275,0.8956909775733948,0.0125673552975058,0.0385515242815017
movie,0.0314555205404758,0.890619695186615,0.0274102762341499,0.0505145005881786
have,0.0581599064171314,0.8777174353599548,0.0353569686412811,0.0287656355649232
Germany,0.0045753642916679,0.9414024949073792,0.042227279394865,0.0117948437109589
events,0.0044096619822084,0.994742512702942,0.0004130243614781,0.0004348226357251
be.,0.0609828643500804,0.7072867751121521,0.0554863959550857,0.1762439608573913
written,0.0167221054434776,0.9520589113235474,0.0245085414499044,0.0067104822956025
does,0.0960620641708374,0.6983100175857544,0.0474315360188484,0.1581964194774627
troupe,0.0079955914989113,0.7964602112770081,0.1952092200517654,0.0003349506878294
"not,",0.0111319283023476,0.393890917301178,0.4407449662685394,0.1542322039604187
terseness.,0.0123209757730364,0.5658297538757324,0.4198628664016723,0.0019864272326231
"Smetimes,",0.0090370653197169,0.4302559494972229,0.5599492192268372,0.0007578323129564
later,0.0041437693871557,0.9923281073570251,0.0026247401256114,0.0009034659597091
if,0.0329553820192813,0.919601559638977,0.0189107563346624,0.0285323690623044
liking,0.0251567009836435,0.8002414703369141,0.0608522556722164,0.1137495636940002
work.,0.4210800230503082,0.3814452588558197,0.0564166754484176,0.1410579979419708
Comradeship,0.0489120632410049,0.918992817401886,0.0320728495717048,2.2283400539890863e-05
A,0.0336298495531082,0.8947628140449524,0.0261534079909324,0.0454538762569427
this,0.0458432473242282,0.9203161597251892,0.0217736307531595,0.0120670115575194
story.,0.0477957092225551,0.8617996573448181,0.0303237773478031,0.0600807629525661
try,0.030837308615446,0.7712898254394531,0.080037273466587,0.117835633456707
decide,0.057096391916275,0.4673803448677063,0.0385863408446311,0.4369368553161621
siege,0.0240661613643169,0.967362105846405,0.008522680029273,4.9137444875668734e-05
WWII,0.0055342619307339,0.983981430530548,0.0104608405381441,2.342873449379113e-05
future.,0.1927544474601745,0.7721293568611145,0.0130243161693215,0.022091906517744
at,0.0240633077919483,0.9511501789093018,0.0095446361228823,0.0152419526129961
other.,0.0167638380080461,0.9044659733772278,0.0406881123781204,0.0380821265280246
1931.,0.0003992936108261,0.999372899532318,0.0002168079954572,1.113770849769935e-05
has,0.0744479596614837,0.8368238806724548,0.0379100181162357,0.0508181229233741
worth,0.9030967950820924,0.0317956618964672,0.0156461186707019,0.0494613908231258
genres,0.0062753804959356,0.9931239485740662,0.0004035570600535,0.0001971579185919
I've,0.0886159017682075,0.8867949843406677,0.0138053242117166,0.0107838464900851
tried,0.0325221009552478,0.5530387759208679,0.1058557704091072,0.3085833489894867
me,0.0133466608822345,0.9617705345153807,0.012260777875781,0.0126220136880874
just,0.0621850304305553,0.6755070686340332,0.0869332328438758,0.175374686717987
irritated,0.0001108053693315,0.0011672409018501,0.9985069632530212,0.0002149981446564
left,0.0274779871106147,0.93650084733963,0.0290495175868272,0.0069716391153633
found,0.0414694212377071,0.9233947992324828,0.0264680497348308,0.0086677344515919
Woody,0.01259355712682,0.9851251840591432,0.0022626998834311,1.853909998317249e-05
This,0.0649375393986702,0.8749951124191284,0.03024597838521,0.0298213716596364
interest,0.1844530701637268,0.7338685989379883,0.0213281251490116,0.0603502206504344
bored.,0.0015939330914989,0.012548235245049,0.975885808467865,0.0099720442667603
think,0.0325094275176525,0.8318830728530884,0.0351253896951675,0.100482165813446
mock-umentary.,0.0134719675406813,0.9855278134346008,0.0008996729156933,0.0001005673984764
results,0.2960245013236999,0.551638126373291,0.0340328551828861,0.1183045208454132
watching.,0.0456648133695125,0.9119452834129332,0.0349538922309875,0.0074360561557114
many,0.0810126140713691,0.8211857676506042,0.0338761396706104,0.0639254748821258
Allen,0.0063694850541651,0.9928507804870604,0.0006342882988974,0.0001455114106647
music,0.0568013750016689,0.912383198738098,0.0043298020027577,0.0264855530112981
bother,0.0010752974776551,0.0396126694977283,0.9544382095336914,0.0048737726174294
hopeless,0.0437445789575576,0.2795958817005157,0.5634642839431763,0.1131953448057174
watching,0.0413228385150432,0.933929204940796,0.0200770497322082,0.0046708551235497
different,0.0091151585802435,0.8841061592102051,0.0959260389208793,0.010852581821382
lovely,0.9603766798973083,0.0190883800387382,0.0024589826352894,0.0180760454386472
production.,0.0168496202677488,0.9439215064048768,0.0278007090091705,0.0114281838759779
actors,0.0346708931028842,0.912566900253296,0.0274823755025863,0.0252797920256853
truly,0.3255344331264496,0.3297376334667206,0.0692465603351593,0.2754813730716705
can,0.1009026020765304,0.4992168247699737,0.0796840637922287,0.3201965689659118
filming,0.0025043059140443,0.9932703375816344,0.0041701570153236,5.5147535022115335e-05
voices,0.0215130653232336,0.944814682006836,0.0218245908617973,0.0118475900962948
down,0.0295784305781126,0.5162450671195984,0.4108426570892334,0.0433337949216365
"entries,",0.0188933741301298,0.8828909993171692,0.0887268111109733,0.0094887949526309
master's,0.2617495656013489,0.7261473536491394,0.0079261595383286,0.0041769738309085
"comforting,",0.918493151664734,0.0766989290714263,0.0024537395220249,0.0023541725240647
every,0.1059565022587776,0.5180171132087708,0.0442554056644439,0.3317709565162658
masterful,0.8769856691360474,0.0626078099012374,0.0231968779116868,0.0372096747159957
unassuming-,0.0076650795526802,0.8104381561279297,0.0830215141177177,0.0988752692937851
entire,0.0843463763594627,0.5393794775009155,0.1953923255205154,0.180881842970848
"discomforting,",0.0031304429285228,0.0330695509910583,0.9585136771202089,0.0052862437441945
things:,0.0202971920371055,0.9673936367034912,0.0104084387421607,0.0019007679075002
editing,0.0006167330429889,0.9789304733276368,0.0201484039425849,0.0003043204196728
(particularly,0.0038889206480234,0.9926020503044128,0.0033472022041678,0.0001618417591089
surface),0.0263171214610338,0.9655583500862122,0.0070670661516487,0.0010574341285973
knowledge,0.0673295184969902,0.7243487238883972,0.0178683213889598,0.1904534697532653
fashion,0.0540486387908458,0.9226124286651612,0.0049865082837641,0.01835248619318
done.,0.2492630183696746,0.4962038993835449,0.1140710636973381,0.1404619961977005
chosen-,0.0343090333044528,0.9616355895996094,0.0029395625460892,0.0011157497065141
great,0.9344272017478944,0.0178923718631267,0.0023272156249731,0.0453532189130783
solid,0.8738671541213989,0.0707958787679672,0.0071579227223992,0.0481790192425251
all,0.0508796572685241,0.868285059928894,0.0542800575494766,0.0265552084892988
our,0.02815549261868,0.95989191532135,0.0044092303141951,0.0075433435849845
sense,0.0188588500022888,0.2613314092159271,0.2221461087465286,0.4976636171340942
pat,0.0289403907954692,0.8930469751358032,0.0742928013205528,0.0037198348436504
sometimes,0.0176146868616342,0.7933071255683899,0.0679537951946258,0.1211244091391563
then,0.0246436707675457,0.8557373285293579,0.0379970371723175,0.0816220119595527
